"Freq [GHz]","TEM mode []"
0.675775,-63.9363611579523
0.6832725,-63.8069365757487
0.69077,-63.6784835672086
0.6982675,-63.5509843130952
0.705765,-63.4244216238316
0.7132625,-63.2987789094698
0.72076,-63.1740401513155
0.7282575,-63.0501898751096
0.735755,-62.9272131256677
0.7432525,-62.8050954428892
0.75075,-62.6838228390543
0.7582475,-62.5633817773301
0.765745,-62.4437591514147
0.7732425,-62.3249422662513
0.78074,-62.20691881975
0.7882375,-62.0896768854592
0.795735,-61.9732048961298
0.8032325,-61.8574916281229
0.81073,-61.7425261866125
0.8182275,-61.6282979915363
0.825725,-61.5147967642561
0.8332225,-61.4020125148841
0.84072,-61.2899355302411
0.8482175,-61.1785563624106
0.855715,-61.0678658178555
0.8632125,-60.9578549470681
0.87071,-60.8485150347229
0.8782075,-60.7398375903064
0.885705,-60.6318143391979
0.8932025,-60.5244372141764
0.9007,-60.4176983473322
0.9081975,-60.3115900623611
0.915695,-60.2061048672216
0.9231925,-60.1012354471354
0.93069,-59.9969746579141
0.9381875,-59.8933155195944
0.945685,-59.7902512103674
0.9531825,-59.6877750607847
0.96068,-59.5858805482291
0.9681775,-59.4845612916356
0.975675,-59.3838110464504
0.9831725,-59.2836236998148
0.99067,-59.1839932659653
0.9981675,-59.0849138818356
1.005665,-58.9863798028533
1.0131625,-58.888385398921
1.02066,-58.7909251505713
1.0281575,-58.6939936452893
1.035655,-58.5975855739928
1.0431525,-58.501695727663
1.05065,-58.4063189941194
1.0581475,-58.3114503549294
1.065645,-58.21708488245
1.0731425,-58.1232177369908
1.08064,-58.0298441640964
1.0881375,-57.9369594919402
1.095635,-57.8445591288251
1.1031325,-57.7526385607861
1.11063,-57.6611933492901
1.1181275,-57.5702191290279
1.125625,-57.4797116057945
1.1331225,-57.3896665544536
1.14062,-57.3000798169822
1.1481175,-57.210947300592
1.155615,-57.1222649759236
1.1631125,-57.0340288753105
1.17061,-56.9462350911097
1.1781075,-56.858879774096
1.185605,-56.7719591319164
1.1931025,-56.6854694276035
1.2006,-56.5994069781432
1.2080975,-56.5137681530963
1.215595,-56.4285493732698
1.2230925,-56.3437471094373
1.23059,-56.2593578811056
1.2380875,-56.1753782553247
1.245585,-56.0918048455412
1.2530825,-56.0086343104916
1.26058,-55.9258633531347
1.2680775,-55.8434887196203
1.275575,-55.7615071982946
1.2830725,-55.6799156187386
1.29057,-55.5987108508397
1.2980675,-55.5178898038939
1.305565,-55.4374494257388
1.3130625,-55.3573867019144
1.32056,-55.2776986548516
1.3280575,-55.1983823430876
1.335555,-55.1194348605055
1.3430525,-55.0408533355996
1.35055,-54.9626349307624
1.3580475,-54.8847768415949
1.365545,-54.8072762962384
1.3730425,-54.7301305547261
1.38054,-54.6533369083554
1.3880375,-54.5768926790784
1.395535,-54.5007952189111
1.4030325,-54.4250419093601
1.41053,-54.3496301608662
1.4180275,-54.2745574122636
1.425525,-54.199821130256
1.4330225,-54.125418808906
1.44052,-54.0513479691407
1.4480175,-53.9776061582697
1.455515,-53.9041909495174
1.4630125,-53.831099941568
1.47051,-53.7583307581225
1.4780075,-53.6858810474683
1.485505,-53.61374848206
1.4930025,-53.5419307581109
1.5005,-53.4704255951962
1.5079975,-53.3992307358656
1.515495,-53.3283439452663
1.5229925,-53.2577630107758
1.53049,-53.1874857416432
1.5379875,-53.1175099686406
1.545485,-53.0478335437222
1.5529825,-52.9784543396922
1.56048,-52.9093702498809
1.5679775,-52.8405791878279
1.575475,-52.772079086974
1.5829725,-52.7038679003592
1.59047,-52.6359436003289
1.5979675,-52.5683041782457
1.605465,-52.5009476442087
1.6129625,-52.4338720267792
1.62046,-52.3670753727121
1.6279575,-52.3005557466933
1.635455,-52.2343112310837
1.6429525,-52.1683399256675
