"Freq [GHz]","TEM mode []"
0.85375,-52.8995104387953
0.856,-52.8766242419216
0.85825,-52.8537979132167
0.8605,-52.8310311311151
0.86275,-52.8083235764526
0.865,-52.7856749324406
0.86725,-52.7630848846405
0.8695,-52.7405531209389
0.87175,-52.7180793315228
0.874,-52.6956632088554
0.87625,-52.6733044476514
0.8785,-52.6510027448542
0.88075,-52.6287577996117
0.883,-52.6065693132533
0.88525,-52.5844369892674
0.8875,-52.5623605332785
0.88975,-52.5403396530252
0.892,-52.5183740583379
0.89425,-52.4964634611175
0.8965,-52.4746075753137
0.89875,-52.4528061169041
0.901,-52.4310588038731
0.90325,-52.4093653561917
0.9055,-52.3877254957965
0.90775,-52.3661389465703
0.91,-52.3446054343221
0.91225,-52.3231246867672
0.9145,-52.3016964335083
0.91675,-52.2803204060162
0.919,-52.258996337611
0.92125,-52.2377239634437
0.9235,-52.2165030204773
0.92575,-52.1953332474695
0.928,-52.174214384954
0.93025,-52.1531461752232
0.9325,-52.1321283623107
0.93475,-52.1111606919741
0.937,-52.090242911678
0.93925,-52.0693747705768
0.9415,-52.0485560194986
0.94375,-52.0277864109286
0.946,-52.0070656989928
0.94825,-51.9863936394421
0.9505,-51.9657699896365
0.95275,-51.9451945085295
0.955,-51.9246669566525
0.95725,-51.9041870961001
0.9595,-51.8837546905142
0.96175,-51.86336950507
0.964,-51.8430313064607
0.96625,-51.8227398628836
0.9685,-51.802494944025
0.97075,-51.7822963210469
0.973,-51.7621437665724
0.97525,-51.7420370546721
0.9775,-51.7219759608506
0.97975,-51.7019602620329
0.982,-51.681989736551
0.98425,-51.662064164131
0.9865,-51.6421833258799
0.98875,-51.6223470042727
0.991,-51.6025549831402
0.99325,-51.5828070476559
0.9955,-51.5631029843238
0.99775,-51.5434425809664
1,-51.5238256267124
