"Freq [GHz]","TEM mode []"
1.95035,-45.6686916965431
1.9578475,-45.6338715780731
1.965345,-45.5991687223706
1.9728425,-45.5645821786878
1.98034,-45.5301110080398
1.9878375,-45.4957542830324
1.995335,-45.461511087693
2.0028325,-45.4273805173045
2.01033,-45.393361678242
2.0178275,-45.359453687812
2.025325,-45.3256556740951
2.0328225,-45.2919667757902
2.04032,-45.2583861420627
2.0478175,-45.2249129323937
2.055315,-45.1915463164333
2.0628125,-45.1582854738548
2.07031,-45.1251295942122
2.0778075,-45.0920778768001
2.085305,-45.0591295305151
2.0928025,-45.02628377372
2.1003,-44.9935398341101
2.1077975,-44.9608969485813
2.115295,-44.9283543631007
2.1227925,-44.8959113325789
2.13029,-44.8635671207444
2.1377875,-44.8313210000199
2.145285,-44.7991722514002
2.1527825,-44.7671201643328
2.16028,-44.735164036599
2.1677775,-44.703303174198
2.175275,-44.6715368912321
2.1827725,-44.6398645097933
2.19027,-44.6082853598526
2.1977675,-44.5767987791495
2.205265,-44.5454041130842
2.2127625,-44.5141007146111
2.22026,-44.4828879441332
2.2277575,-44.4517651693988
2.235255,-44.4207317653989
2.2427525,-44.3897871142668
2.25025,-44.3589306051785
2.2577475,-44.3281616342542
2.265245,-44.2974796044622
2.2727425,-44.266883925523
2.28024,-44.236374013815
2.2877375,-44.2059492922821
2.295235,-44.175609190341
2.3027325,-44.1453531437915
2.31023,-44.1151805947267
2.3177275,-44.0850909914446
2.325225,-44.0550837883612
2.3327225,-44.0251584459244
2.34022,-43.9953144305286
2.3477175,-43.9655512144315
2.355215,-43.9358682756703
2.3627125,-43.9062650979803
2.37021,-43.876741170714
2.3777075,-43.8472959887608
2.385205,-43.817929052468
2.3927025,-43.7886398675631
2.4002,-43.759427945076
2.4076975,-43.7302928012632
2.415195,-43.7012339575317
2.4226925,-43.6722509403653
2.43019,-43.6433432812501
2.4376875,-43.6145105166018
2.445185,-43.5857521876936
2.4526825,-43.5570678405849
2.46018,-43.5284570260506
2.4676775,-43.4999192995113
2.475175,-43.4714542209644
2.4826725,-43.4430613549154
2.49017,-43.4147402703109
2.4976675,-43.3864905404709
2.505165,-43.3583117430233
2.5126625,-43.3302034598378
2.52016,-43.3021652769613
2.5276575,-43.2741967845537
2.535155,-43.2462975768243
2.5426525,-43.2184672519686
2.55015,-43.1907054121063
2.5576475,-43.1630116632194
2.565145,-43.1353856150911
2.5726425,-43.1078268812453
2.58014,-43.0803350788866
2.5876375,-43.0529098288411
2.595135,-43.0255507554972
2.6026325,-42.9982574867476
2.61013,-42.9710296539318
2.6176275,-42.9438668917784
2.625125,-42.9167688383485
2.6326225,-42.8897351349802
2.64012,-42.862765426232
2.6476175,-42.8358593598285
2.655115,-42.8090165866051
2.6626125,-42.7822367604545
2.67011,-42.7555195382724
2.6776075,-42.7288645799047
2.685105,-42.7022715480948
2.6926025,-42.6757401084309
2.7001,-42.6492699292949
2.7075975,-42.6228606818102
2.715095,-42.5965120397917
2.7225925,-42.5702236796945
2.73009,-42.5439952805644
2.7375875,-42.5178265239882
2.745085,-42.4917170940444
2.7525825,-42.4656666772543
2.76008,-42.4396749625343
2.7675775,-42.413741641147
2.775075,-42.3878664066546
2.7825725,-42.3620489548712
2.79007,-42.3362889838165
2.7975675,-42.3105861936688
2.805065,-42.2849402867201
2.8125625,-42.2593509673295
2.82006,-42.2338179418788
2.8275575,-42.2083409187275
2.835055,-42.1829196081681
2.8425525,-42.1575537223828
2.85005,-42.1322429753992
2.8575475,-42.1069870830473
2.865045,-42.0817857629168
2.8725425,-42.0566387343141
2.88004,-42.0315457182209
2.8875375,-42.0065064372516
2.895035,-41.9815206156125
2.9025325,-41.9565879790604
2.91003,-41.9317082548622
2.9175275,-41.9068811717542
2.925025,-41.8821064599026
2.9325225,-41.8573838508633
2.94002,-41.8327130775433
2.9475175,-41.8080938741613
2.955015,-41.7835259762094
2.9625125,-41.7590091204149
2.97001,-41.7345430447024
2.9775075,-41.7101274881564
2.985005,-41.685762190984
2.9925025,-41.6614468944784
3,-41.6371813409824

