"Freq [GHz]","Antenna to Waveport 2 [rad]","Antenna to Waveport 1 [rad]"
0.0001,-1.5709419486074,1.57065066345098
0.00259975,-1.57359648447104,1.56800188814464
0.0050995,-1.57628909479109,1.56531477664267
0.00759925,-1.57898162715053,1.56262774283061
0.010099,-1.58167415594798,1.55994071217675
0.01259875,-1.58436668470348,1.55725368102572
0.0150985,-1.587059213948,1.55456664871121
0.01759825,-1.58975174384274,1.55187961493716
0.020098,-1.59244427448456,1.5491925794722
0.02259775,-1.5951368059587,1.54650554209666
0.0250975,-1.59782933834933,1.54381850259209
0.02759725,-1.60052187174127,1.54113146073938
0.030097,-1.60321440621992,1.53844441631893
0.03259675,-1.60590694187067,1.53575736911113
0.0350965,-1.60859947877848,1.53307031889682
0.03759625,-1.61129201702741,1.53038326545778
0.040096,-1.61398455670026,1.52769620857702
0.04259575,-1.61667709787834,1.52500914803906
0.0450955,-1.61936964064119,1.52232208363021
0.04759525,-1.62206218506633,1.51963501513878
0.050095,-1.62475473122914,1.51694794235526
0.05259475,-1.62744727920262,1.51426086507248
0.0550945,-1.63013982905726,1.51157378308583
0.05759425,-1.63283238086086,1.50888669619336
0.060094,-1.63552493467839,1.50619960419598
0.06259375,-1.63821749057182,1.50351250689758
0.0650935,-1.6409100486,1.5008254041052
0.06759325,-1.64360260881852,1.49813829562914
0.070093,-1.64629517127952,1.49545118128314
0.07259275,-1.64898773603161,1.49276406088449
0.0750925,-1.6516803031197,1.49007693425418
0.07759225,-1.65437287258487,1.48738980121706
0.080092,-1.65706544446421,1.48470266160193
0.08259175,-1.65975801879071,1.48201551524174
0.0850915,-1.66245059559313,1.47932836197367
0.08759125,-1.66514317489582,1.4766412016393
0.090091,-1.66783575671862,1.47395403408474
0.09259075,-1.67052834107672,1.47126685916076
0.0950905,-1.67322092798051,1.46857967672296
0.09759025,-1.67591351743543,1.46589248663185
0.10009,-1.67860610957932,1.46320528861502
0.10258975,-1.6812987084004,1.46051807854747
0.1050895,-1.68399131069107,1.45783085953037
0.10758925,-1.6866839165344,1.45514363134859
0.110089,-1.68937652601337,1.45245639378724
0.11258875,-1.69206913921085,1.44976914663172
0.1150885,-1.69476175620957,1.44708188966766
0.11758825,-1.69745437709218,1.44439462268096
0.120088,-1.70014700194118,1.44170734545779
0.12258775,-1.70283963083895,1.43902005778459
0.1250875,-1.70553226386778,1.43633275944809
0.12758725,-1.70822490110979,1.43364545023526
0.130087,-1.710917542647,1.4309581299334
0.13258675,-1.71361018856129,1.42827079833007
0.1350865,-1.71630283893441,1.42558345521313
0.13758625,-1.71899549384797,1.42289610037075
0.140086,-1.72168815338344,1.42020873359139
0.14258575,-1.72438081762215,1.41752135466381
0.1450855,-1.72707348664531,1.41483396337712
0.14758525,-1.72976616053394,1.4121465595207
0.150085,-1.73245883936895,1.40945914288429
0.15258475,-1.73515152323108,1.40677171325794
0.1550845,-1.73784421220093,1.40408427043203
0.15758425,-1.74053690635894,1.4013968141973
0.160084,-1.74322960578539,1.39870934434481
0.16258375,-1.7459223105604,1.39602186066598
0.1650835,-1.74861502076393,1.39333436295258
0.16758325,-1.75130773647578,1.39064685099674
0.170083,-1.75400045777557,1.38795932459096
0.17258275,-1.75669318474276,1.38527178352808
0.1750825,-1.75938591745664,1.38258422760136
0.17758225,-1.76207865599632,1.3798966566044
0.180082,-1.76477140044073,1.37720907033121
0.18258175,-1.76746415086864,1.37452146857616
0.1850815,-1.77015690735862,1.37183385113406
0.18758125,-1.77284966998905,1.36914621780007
0.190081,-1.77554243883815,1.36645856836978
0.19258075,-1.77823521398393,1.3637709026392
0.1950805,-1.78092799550421,1.36108322040472
0.19758025,-1.78362078347663,1.3583955214632
0.20008,-1.78631357797862,1.35570780561187
0.20257975,-1.78900637908742,1.35302007264844
0.2050795,-1.79169918688007,1.35033232237102
0.20757925,-1.7943920014334,1.34764455457817
0.210079,-1.79708482282405,1.34495676906891
0.21257875,-1.79977765112844,1.34226896564269
0.2150785,-1.80247048642278,1.33958114409943
0.21757825,-1.80516332878306,1.3368933042395
0.220078,-1.80785617828508,1.33420544586375
0.22257775,-1.81054903500441,1.33151756877348
0.2250775,-1.8132418990164,1.3288296727705
0.22757725,-1.81593477039618,1.32614175765705
0.230077,-1.81862764921864,1.32345382323591
0.23257675,-1.82132053555848,1.32076586931031
0.2350765,-1.82401342949014,1.31807789568399
0.23757625,-1.82670633108785,1.31538990216121
0.240076,-1.82939924042559,1.31270188854669
0.24257575,-1.83209215757713,1.31001385464572
0.2450755,-1.83478508261596,1.30732580026405
0.24757525,-1.83747801561538,1.30463772520798
0.250075,-1.84017095664841,1.30194962928434
0.25257475,-1.84286390578785,1.29926151230047
0.2550745,-1.84555686310625,1.29657337406425
0.25757425,-1.84824982867589,1.29388521438412
0.260074,-1.85094280256883,1.29119703306905
0.26257375,-1.85363578485686,1.28850882992855
0.2650735,-1.85632877561152,1.28582060477271
0.26757325,-1.85902177490408,1.28313235741215
0.270073,-1.86171478280557,1.28044408765807
0.27257275,-1.86440779938676,1.27775579532224
0.2750725,-1.86710082471813,1.27506748021701
0.27757225,-1.86979385886991,1.2723791421553
0.280072,-1.87248690191207,1.2696907809506
0.28257175,-1.8751799539143,1.26700239641702
0.2850715,-1.87787301494602,1.26431398836922
0.28757125,-1.88056608507637,1.26162555662251
0.290071,-1.88325916437423,1.25893710099276
0.29257075,-1.88595225290817,1.25624862129647
0.2950705,-1.88864535074652,1.25356011735073
0.29757025,-1.89133845795729,1.25087158897327
0.30007,-1.89403157460822,1.24818303598242
0.30256975,-1.89672470076677,1.24549445819716
0.3050695,-1.89941783650011,1.24280585543708
0.30756925,-1.9021109818751,1.2401172275224
0.310069,-1.90480413695832,1.23742857427401
0.31256875,-1.90749730181606,1.2347398955134
0.3150685,-1.9101904765143,1.23205119106275
0.31756825,-1.91288366111874,1.22936246074487
0.320068,-1.91557685569474,1.22667370438323
0.32256775,-1.91827006030741,1.22398492180197
0.3250675,-1.9209632750215,1.22129611282588
0.32756725,-1.9236564999015,1.21860727728043
0.330067,-1.92634973501155,1.21591841499178
0.33256675,-1.9290429804155,1.21322952578675
0.3350665,-1.9317362361769,1.21054060949284
0.33756625,-1.93442950235895,1.20785166593826
0.340066,-1.93712277902455,1.20516269495189
0.34256575,-1.93981606623629,1.20247369636333
0.3450655,-1.94250936405643,1.19978467000286
0.34756525,-1.94520267254689,1.19709561570148
0.350065,-1.9478959917693,1.1944065332909
0.35256475,-1.95058932178493,1.19171742260353
0.3550645,-1.95328266265474,1.18902828347252
0.35756425,-1.95597601443935,1.18633911573171
0.360064,-1.95866937719905,1.18364991921571
0.36256375,-1.96136275099379,1.18096069375983
0.3650635,-1.96405613588321,1.17827143920013
0.36756325,-1.96674953192656,1.17558215537339
0.370063,-1.96944293918281,1.17289284211717
0.37256275,-1.97213635771054,1.17020349926974
0.3750625,-1.974829787568,1.16751412667014
0.37756225,-1.97752322881311,1.16482472415817
0.380062,-1.98021668150342,1.16213529157438
0.38256175,-1.98291014569615,1.15944582876009
0.3850615,-1.98560362144815,1.15675633555738
0.38756125,-1.98829710881594,1.15406681180912
0.390061,-1.99099060785565,1.15137725735894
0.39256075,-1.9936841186231,1.14868767205125
0.3950605,-1.99637764117371,1.14599805573126
0.39756025,-1.99907117556256,1.14330840824495
0.40006,-2.00176472184437,1.1406187294391
0.40255975,-2.00445828007348,1.13792901916129
0.4050595,-2.00715185030389,1.13523927725989
0.40755925,-2.00984543258921,1.13254950358408
0.410059,-2.01253902698269,1.12985969798384
0.41255875,-2.01523263353722,1.12716986030998
0.4150585,-2.01792625230531,1.1244799904141
0.41755825,-2.02061988333907,1.12179008814863
0.420058,-2.02331352669029,1.11910015336683
0.42255775,-2.02600718241034,1.11641018592278
0.4250575,-2.02870085055022,1.11372018567139
0.42755725,-2.03139453116056,1.1110301524684
0.430057,-2.0340882242916,1.10834008617038
0.43255675,-2.03678192999321,1.10564998663476
0.4350565,-2.03947564831485,1.10295985371981
0.43755625,-2.04216937930561,1.10026968728464
0.440056,-2.0448631230142,1.0975794871892
0.44255575,-2.04755687948892,1.09488925329433
0.4450555,-2.05025064877769,1.0921989854617
0.44755525,-2.05294443092805,1.08950868355385
0.450055,-2.05563822598712,1.08681834743419
0.45255475,-2.05833203400164,1.08412797696699
0.4550545,-2.06102585501795,1.0814375720174
0.45755425,-2.063719689082,1.07874713245143
0.460054,-2.06641353623932,1.07605665813601
0.46255375,-2.06910739653506,1.0733661489389
0.4650535,-2.07180127001394,1.07067560472879
0.46755325,-2.07449515672032,1.06798502537522
0.470053,-2.0771890566981,1.06529441074866
0.47255275,-2.07988296999083,1.06260376072045
0.4750525,-2.08257689664159,1.05991307516285
0.47755225,-2.0852708366931,1.05722235394899
0.480052,-2.08796479018765,1.05453159695293
0.48255175,-2.09065875716711,1.05184080404965
0.4850515,-2.09335273767296,1.049149975115
0.48755125,-2.09604673174623,1.04645911002579
0.490051,-2.09874073942756,1.04376820865972
0.49255075,-2.10143476075717,1.04107727089543
0.4950505,-2.10412879577484,1.03838629661245
0.49755025,-2.10682284451996,1.03569528569128
0.50005,-2.10951690703147,1.03300423801332
0.50254975,-2.11221098334791,1.03031315346092
0.5050495,-2.11490507350738,1.02762203191735
0.50754925,-2.11759917754756,1.02493087326683
0.510049,-2.1202932955057,1.02223967739453
0.51254875,-2.12298742741863,1.01954844418654
0.5150485,-2.12568157332275,1.01685717352992
0.51754825,-2.12837573325402,1.01416586531266
0.520048,-2.13106990724798,1.01147451942373
0.52254775,-2.13376409533972,1.00878313575303
0.5250475,-2.13645829756392,1.00609171419144
0.52754725,-2.13915251395481,1.00340025463077
0.530047,-2.14184674454618,1.00070875696383
0.53254675,-2.1445409893714,0.998017221084374
0.5350465,-2.14723524846339,0.995325646887134
0.53754625,-2.14992952185463,0.992634034267809
0.540046,-2.15262380957717,0.989942383123075
0.54254575,-2.1553181116626,0.987250693350585
0.5450455,-2.15801242814208,0.984558964848971
0.54754525,-2.16070675904633,0.981867197517846
0.550045,-2.16340110440562,0.979175391257808
0.55254475,-2.16609546424977,0.976483545970442
0.5550445,-2.16878983860817,0.973791661558321
0.55754425,-2.17148422750975,0.971099737925012
0.560044,-2.17417863098298,0.968407774975074
0.56254375,-2.17687304905591,0.965715772614062
0.5650435,-2.17956748175611,0.963023730748532
0.56754325,-2.18226192911073,0.960331649286038
0.570043,-2.18495639114644,0.957639528135138
0.57254275,-2.18765086788947,0.954947367205397
0.5750425,-2.19034535936559,0.952255166407385
0.57754225,-2.19303986560012,0.949562925652683
0.580042,-2.19573438661793,0.946870644853884
0.58254175,-2.19842892244343,0.944178323924594
0.5850415,-2.20112347310057,0.941485962779436
0.58754125,-2.20381803861283,0.93879356133405
0.590041,-2.20651261900326,0.936101119505097
0.59254075,-2.20920721429443,0.933408637210259
0.5950405,-2.21190182450846,0.930716114368244
0.59754025,-2.21459644966699,0.928023550898783
0.60004,-2.21729108979123,0.925330946722636
0.60253975,-2.21998574490189,0.922638301761596
0.6050395,-2.22268041501925,0.919945615938482
0.60753925,-2.22537510016311,0.91725288917715
0.610039,-2.22806980035281,0.914560121402491
0.61253875,-2.23076451560723,0.911867312540431
0.6150385,-2.23345924594476,0.909174462517936
0.61753825,-2.23615399138335,0.906481571263013
0.620038,-2.23884875194048,0.90378863870471
0.62253775,-2.24154352763315,0.90109566477312
0.6250375,-2.24423831847791,0.898402649399378
0.62753725,-2.24693312449081,0.895709592515669
0.630037,-2.24962794568747,0.893016494055227
0.63253675,-2.25232278208301,0.890323353952333
0.6350365,-2.25501763369209,0.887630172142322
0.63753625,-2.25771250052891,0.88493694856158
0.640036,-2.26040738260718,0.882243683147549
0.64253575,-2.26310227994015,0.879550375838725
