"Freq [GHz]","ang_rad(S(waveport1:1,1)) [rad]","ang_rad(S(waveport2:1,1)) [rad]"
15.20024,-2.7538624589493,-1.26758245279321
15.2502375,-2.76549378338711,-1.2617824540989
15.300235,-2.77711943554631,-1.26009395154615
15.3502325,-2.78916027206543,-1.26141156121367
15.40023,-2.80175169213354,-1.26501278079535
15.4502275,-2.81490950144942,-1.27040128162479
15.500225,-2.82860118338977,-1.27722178050698
15.5502225,-2.84277761911015,-1.2852113322304
15.60022,-2.8573870627957,-1.29417003480816
15.6502175,-2.87238092724263,-1.30394257893149
15.700215,-2.88771579316798,-1.3144061377195
15.7502125,-2.90335372891783,-1.32546212620754
15.80021,-2.91926191039092,-1.33703041778489
15.8502075,-2.93541200346607,-1.34904517697069
15.900205,-2.95177951608438,-1.36145178945891
15.9502025,-2.96834320466605,-1.37420455779341
16.0002,-2.98508456214185,-1.38726494413317
16.0501975,-3.00198738931477,-1.40060021205123
16.100195,-3.01903744106449,-1.41418236456282
16.1501925,-3.03622213589201,-1.42798730543204
16.20019,-3.05353031745007,-1.44199417099224
16.2501875,-3.07095205807391,-1.45618479367318
16.300185,-3.08847849600818,-1.470543268271
16.3501825,-3.10610169963133,-1.4850555990649
16.40018,-3.12381455336205,-1.4997094110401
16.4501775,3.14157464611472,-1.51449371229032
16.500175,3.12370104350667,-1.52939869753087
16.5501725,3.1057551387295,-1.54441558481752
16.60017,3.08774161931887,-1.55953647922282
16.6501675,3.06966472074362,-1.57475425849969
16.700165,3.05152827282863,-1.59006247675657
16.7501625,3.03333574050193,-1.60545528294815
16.80016,3.01509025970625,-1.62092735159978
16.8501575,2.99679466916281,-1.63647382367149
16.900155,2.97845153855588,-1.65209025585599
16.9501525,2.96006319361147,-1.66777257691674
17.00015,2.94163173846776,-1.68351704992229
17.0501475,2.92315907567356,-1.69932023943636
17.100145,2.9046469241015,-1.71517898288661
17.1501425,2.88609683502121,-1.73109036546957
17.20014,2.86751020654416,-1.74705169805793
17.2501375,2.84888829662334,-1.76306049766631
17.300135,2.83023223476692,-1.77911447010506
17.3501325,2.81154303260499,-1.79521149451248
17.40013,2.79282159343093,-1.81134960950617
17.4501275,2.77406872082426,-1.82752700073549
17.500125,2.75528512644902,-1.84374198965231
17.5501225,2.7364714371105,-1.85999302334557
17.60012,2.71762820114345,-1.87627866530961
17.6501175,2.69875589419671,-1.89259758703634
17.700115,2.67985492447133,-1.90894856033828
17.7501125,2.66092563746315,-1.92533045032374
17.80011,2.64196832025485,-1.94174220895742
17.8501075,2.62298320539729,-1.95818286914988
17.900105,2.60397047441571,-1.97465153932788
17.9501025,2.5849302609721,-1.99114739844464
18.0001,2.56586265371159,-2.00766969139555
18.0500975,2.54676769881743,-2.02421772480947
18.100095,2.52764540229648,-2.04079086319074
18.1500925,2.50849573201409,-2.05738852539011
18.20009,2.48931861949565,-2.07401018138623
18.2500875,2.47011396150917,-2.09065534936178
18.300085,2.4508816214422,-2.10732359306063
18.3500825,2.43162143048399,-2.12401451941384
18.40008,2.41233318862269,-2.14072777642425
18.4500775,2.39301666546584,-2.15746305130027
18.500075,2.37367160089102,-2.17422006883057
18.5500725,2.35429770553255,-2.1909985899921
18.60007,2.33489466110881,-2.20779841078458
18.6500675,2.31546212059401,-2.22461936128489
18.700065,2.29599970823712,-2.24146130491529
18.7500625,2.2765070194299,-2.25832413791955
18.80006,2.25698362042524,-2.27520778904123
18.8500575,2.23742904790611,-2.2921122193986
18.900055,2.21784280840503,-2.30903742255052
18.9500525,2.19822437757299,-2.32598342474775
19.00005,2.17857319929648,-2.3429502853642
19.0500475,2.15888868466045,-2.35993809750245
19.100045,2.13917021075471,-2.37694698876796
19.1500425,2.11941711932077,-2.39397712220642
19.20004,2.09962871523543,-2.41102869739842
19.2500375,2.07980426482735,-2.42810195170601
19.300035,2.05994299402219,-2.44519716166527
19.3500325,2.04004408631163,-2.4623146445196
19.40003,2.0201066805411,-2.47945475988784
19.4500275,2.00012986851117,-2.49661791156214
19.500025,1.98011269238586,-2.51380454943065
19.5500225,1.96005414190501,-2.5310151715174
19.60002,1.93995315138894,-2.54825032613966
19.6500175,1.91980859653543,-2.56551061417181
19.700015,1.89961929099811,-2.58279669141562
19.7500125,1.87938398274136,-2.60010927107094
19.80001,1.85910135016479,-2.61744912630305
19.8500075,1.8387699979905,-2.63481709290315
19.900005,1.8183884529065,-2.65221407203849
19.9500025,1.79795515895969,-2.66964103308916
20,1.77746847269209,-2.68709901656875

