"Freq [GHz]","dB(S(waveport1:1,waveport3:1)) []","dB(S(waveport1:1,waveport2:1)) []","dB(S(waveport1:1,waveport4:1)) []","ang_rad(S(waveport1:1,waveport3:1)) [rad]","ang_rad(S(waveport1:1,waveport2:1)) [rad]","ang_rad(S(waveport1:1,waveport4:1)) [rad]"
1.635455,-43.2320968012047,-0.000393036569892055,-50.8512978639939,-1.86286399199381,2.85185142272799,-1.87462399746635
1.6429525,-43.1930182409705,-0.000396426235198315,-50.8096894234106,-1.87860511993817,2.83612036473568,-1.89040559114873
1.65045,-43.1541229320521,-0.00039983695078424,-50.7682493317586,-1.89434632469035,2.82038929695064,-1.90618749211339
1.6579475,-43.1154092377907,-0.000403268921443645,-50.7269759651526,-1.91008760747144,2.8046582193155,-1.92196970678664
1.665445,-43.0768755438766,-0.000406722355122388,-50.6858677226561,-1.92582896949409,2.78892713177304,-1.93775224152208
1.6729425,-43.0385202579497,-0.000410197462909712,-50.6449230258696,-1.94157041196222,2.7731960342661,-1.95353510259878
1.68044,-43.0003418092082,-0.000413694459184834,-50.6041403185276,-1.95731193607073,2.75746492673765,-1.96931829621933
1.6879375,-42.962338648027,-0.000417213561571634,-50.5635180661031,-1.97305354300515,2.74173380913075,-1.985101828508
1.695435,-42.9245092455836,-0.000420754991077539,-50.5230547554216,-1.98879523394142,2.72600268138856,-2.00088570550888
1.7029325,-42.8868520934926,-0.000424318972063636,-50.4827488942811,-2.00453701004553,2.71027154345435,-2.01666993318401
1.71043,-42.8493657034481,-0.000427905732327623,-50.4425990110813,-2.02027887247326,2.69454039527151,-2.03245451741154
1.7179275,-42.8120486068736,-0.000431515503129861,-50.4026036544593,-2.03602082236985,2.67880923678355,-2.04823946398391
1.725425,-42.77489935458,-0.000435148519246426,-50.3627613929327,-2.05176286086974,2.66307806793407,-2.06402477860601
1.7329225,-42.7379165164305,-0.000438805018978766,-50.3230708145495,-2.06750498909624,2.64734688866679,-2.07981046689336
1.74042,-42.7010986810127,-0.000442485244188435,-50.2835305265454,-2.08324720816127,2.63161569892558,-2.09559653437033
1.7479175,-42.6644444553178,-0.000446189440321215,-50.244139155007,-2.09898951916502,2.61588449865439,-2.11138298646836
1.755415,-42.6279524644266,-0.000449917856432203,-50.2048953445417,-2.11473192319569,2.60015328779733,-2.12716982852413
1.7629125,-42.5916213512019,-0.000453670745180041,-50.1657977579539,-2.13047442132917,2.58442206629861,-2.14295706577784
1.77041,-42.5554497759878,-0.000457448362889615,-50.1268450759272,-2.14621701462877,2.56869083410257,-2.15874470337145
1.7779075,-42.5194364163147,-0.000461250969467205,-50.0880359967125,-2.1619597041449,2.5529595911537,-2.17453274634691
1.785405,-42.4835799666109,-0.000465078828481507,-50.0493692358219,-2.17770249091481,2.5372283373966,-2.19032119964446
1.7929025,-42.44787913792,-0.000468932207102893,-50.0108435257282,-2.19344537596224,2.521497072776,-2.20611006810091
1.8004,-42.412332657624,-0.000472811376142968,-49.9724576155696,-2.20918836029722,2.50576579723677,-2.22189935644794
1.8078975,-42.3769392691723,-0.000476716609962004,-49.9342102708598,-2.22493144491567,2.49003451072393,-2.23768906931037
1.815395,-42.341697731816,-0.000480648186490172,-49.8961002732038,-2.2406746307992,2.47430321318259,-2.25347921120456
1.8228925,-42.3066068203479,-0.000484606387222739,-49.8581264200174,-2.25641791891479,2.45857190455806,-2.26926978653671
1.83039,-42.2716653248474,-0.000488591497092783,-49.8202875242532,-2.27216131021448,2.44284058479572,-2.28506079960119
1.8378875,-42.2368720504308,-0.000492603804519432,-49.7825824141298,-2.28790480563512,2.42710925384114,-2.30085225457898
1.845385,-42.2022258170065,-0.000496643601301795,-49.7450099328666,-2.30364840609809,2.41137791163999,-2.31664415553599
1.8528825,-42.1677254590352,-0.000500711182532189,-49.7075689384229,-2.31939211250896,2.3956465581381,-2.3324365064215
1.86038,-42.1333698252945,-0.000504806846600974,-49.670258303241,-2.33513592575728,2.37991519328143,-2.3482293110666
1.8678775,-42.0991577786488,-0.000508930895063488,-49.6330769139939,-2.35087984671628,2.36418381701608,-2.36402257318255
1.875375,-42.065088195823,-0.000513083632565805,-49.5960236713368,-2.36662387624255,2.34845242928826,-2.37981629635934
1.8828725,-42.0311599671812,-0.000517265366739637,-49.5590974896633,-2.38236801517585,2.33272103004434,-2.39561048406408
1.89037,-41.9973719965095,-0.000521476408155092,-49.5222972968643,-2.39811226433874,2.31698961923082,-2.41140513963954
1.8978675,-41.9637232008031,-0.000525717070124925,-49.4856220340921,-2.4138566245364,2.30125819679431,-2.42720026630263
1.905365,-41.9302125100572,-0.000529987668649584,-49.4490706555272,-2.4296010965563,2.28552676268157,-2.44299586714296
1.9128625,-41.8968388670624,-0.000534288522254246,-49.4126421281491,-2.44534568116797,2.26979531683947,-2.45879194512136
1.92036,-41.8636012272039,-0.000538619951863463,-49.3763354315105,-2.46109037912273,2.25406385921501,-2.47458850306847
1.9278575,-41.8304985582642,-0.000542982280659417,-49.3401495575149,-2.47683519115343,2.23833238975529,-2.49038554368334
1.935355,-41.79752984023,-0.000547375833909308,-49.3040835101977,-2.49258011797418,2.22260090840755,-2.50618306953203
1.9428525,-41.7646940651026,-0.000551800938784068,-49.2681363055104,-2.50832516028014,2.20686941511912,-2.52198108304624
1.95035,-41.7319902367117,-0.000556257924254223,-49.2323069711077,-2.52407031874722,2.19113790983743,-2.53777958652197
1.9578475,-41.699417370533,-0.000560747120797699,-49.1965945461384,-2.53981559403187,2.17540639251003,-2.55357858211823
1.965345,-41.6669744935091,-0.000565268860285079,-49.1609980810383,-2.55556098677083,2.15967486308455,-2.56937807185571
1.9728425,-41.6346606438734,-0.000569823475770338,-49.1255166373265,-2.57130649758089,2.14394332150869,-2.58517805761553
1.98034,-41.6024748709781,-0.000574411301186122,-49.090149287405,-2.58705212705867,2.12821176773024,-2.60097854113797
1.9878375,-41.5704162351247,-0.000579032671241529,-49.0548951143602,-2.60279787578037,2.11248020169709,-2.61677952402131
1.995335,-41.5384838073975,-0.000583687921106769,-49.0197532117675,-2.61854374430156,2.09674862335713,-2.63258100772055
2.0028325,-41.506676669501,-0.000588377386171121,-48.9847226834984,-2.63428973315696,2.08101703265837,-2.64838299354634
2.01033,-41.4749939135992,-0.00059310140184331,-48.9498026435304,-2.65003584286023,2.06528542954881,-2.66418548266375
2.0178275,-41.4434346421589,-0.000597860303219774,-48.9149922157589,-2.66578207390374,2.04955381397651,-2.67998847609125
2.025325,-41.4119979677952,-0.000602654424839718,-48.8802905338121,-2.6815284267584,2.03382218588954,-2.69579197469954
2.0328225,-41.3806830131197,-0.000607484100399666,-48.8456967408677,-2.69727490187343,2.01809054523599,-2.71159597921058
2.04032,-41.349488910592,-0.000612349662457403,-48.811209989472,-2.71302149967618,2.00235889196395,-2.72740049019651
2.0478175,-41.3184148023734,-0.000617251442119521,-48.7768294413617,-2.72876822057196,1.98662722602148,-2.74320550807872
2.055315,-41.2874598401835,-0.00062218976873764,-48.7425542672872,-2.74451506494383,1.97089554735661,-2.75901103312683
2.0628125,-41.2566231851593,-0.000627164969576674,-48.7083836468384,-2.76026203315244,1.95516385591735,-2.77481706545782
2.07031,-41.2259040077168,-0.000632177369512006,-48.6743167682725,-2.77600912553586,1.93943215165161,-2.79062360503511
2.0778075,-41.1953014874148,-0.000637227290607098,-48.6403528283437,-2.79175634240942,1.92370043450727,-2.80643065166771
2.085305,-41.1648148128218,-0.000642315051898431,-48.606491032135,-2.80750368406555,1.90796870443207,-2.82223820500943
2.0928025,-41.1344431813846,-0.000647440968878594,-48.5727305928919,-2.82325115077365,1.89223696137366,-2.83804626455807
2.1003,-41.1041857992996,-0.000652605353277365,-48.5390707318577,-2.83899874277993,1.87650520527957,-2.85385482965466
2.1077975,-41.074041881386,-0.000657808512573734,-48.505510678111,-2.85474646030729,1.86077343609715,-2.86966389948279
2.115295,-41.044010650962,-0.00066305074967668,-48.4720496684044,-2.87049430355518,1.8450416537736,-2.88547347306793
2.1227925,-41.014091339722,-0.000668332362544237,-48.4386869470058,-2.88624227269952,1.82930985825592,-2.90128354927679
2.13029,-40.9842831876173,-0.000673653643748545,-48.4054217655406,-2.90199036789253,1.81357804949089,-2.91709412681675
2.1377875,-40.9545854427376,-0.000679014880052473,-48.3722533828357,-2.91773858926269,1.79784622742505,-2.93290520423531
2.145285,-40.9249973611959,-0.000684416352091365,-48.3391810647654,-2.93348693691463,1.78211439200468,-2.94871677991958
2.1527825,-40.8955182070139,-0.000689858333909153,-48.3062040840984,-2.94923541092902,1.76638254317575,-2.96452885209582
2.16028,-40.8661472520108,-0.000695341092511829,-48.2733217203468,-2.96498401136255,1.75065068088394,-2.98034141882906
2.1677775,-40.8368837756935,-0.000700864887477817,-48.2405332596164,-2.98073273824782,1.73491880507457,-2.99615447802269
2.175275,-40.8077270651481,-0.000706429970550984,-48.2078379944583,-2.99648159159328,1.71918691569259,-3.01196802741816
2.1827725,-40.7786764149347,-0.000712036585156492,-48.1752352237218,-3.01223057138325,1.70345501268253,-3.02778206459473
2.19027,-40.7497311269824,-0.000717684966024667,-48.1427242524094,-3.02797967757781,1.68772309598851,-3.04359658696921
2.1977675,-40.7208905104875,-0.000723375338734814,-48.1103043915325,-3.04372891011282,1.67199116555417,-3.0594115917958
2.205265,-40.6921538818129,-0.000729107919260002,-48.0779749579683,-3.0594782688999,1.65625922132265,-3.07522707616598
2.2127625,-40.6635205643888,-0.000734882913563913,-48.0457352743186,-3.0752277538264,1.64052726323657,-3.09104303700844
2.22026,-40.6349898886164,-0.000740700517135982,-48.0135846687696,-3.09097736475545,1.62479529123797,-3.10685947108905
2.2277575,-40.6065611917719,-0.000746560914625853,-47.9815224749528,-3.10672710152594,1.60906330526828,-3.12267637501094
2.235255,-40.5782338179129,-0.000752464279287856,-47.9495480318071,-3.12247696395258,1.59333130526832,-3.13849374521454
2.2427525,-40.5500071177866,-0.000758410772674291,-47.9176606834423,-3.13822695182591,1.5775992911782,3.12887372920182
2.25025,-40.5218804487394,-0.00076440054412426,-47.8858597790039,3.12920824226719,1.56186726293733,3.11305543776333
2.2577475,-40.4938531746277,-0.000770433730428015,-47.8541446725386,3.11345800422513,1.54613522048435,3.09723669169601
2.265245,-40.4659246657309,-0.000776510455322534,-47.822514722861,3.09770764150905,1.53040316375712,3.08141749520796
2.2727425,-40.4380942986656,-0.000782630829137541,-47.790969293422,3.08195715442435,1.51467109269265,3.0655978526686
2.28024,-40.4103614563017,-0.000788794948385591,-47.7595077521774,3.06620654330021,1.49893900722706,3.04977776860819
2.2877375,-40.3827255276793,-0.000795002895381078,-47.7281294714585,3.05045580848946,1.48320690729557,3.03395724771732
2.295235,-40.3551859079279,-0.000801254737804277,-47.6968338278425,3.03470495036845,1.46747479283239,3.01813629484632
2.3027325,-40.3277419981866,-0.000807550528412928,-47.6656202020257,3.01895396933692,1.45174266377076,3.00231491500457
2.31023,-40.3003932055256,-0.000813890304675715,-47.6344879786957,3.00320286581785,1.43601052004281,2.98649311335984
2.3177275,-40.2731389428697,-0.000820274088321819,-47.6034365464063,2.98745164025728,1.42027836157959,2.97067089523744
2.325225,-40.2459786289227,-0.000826701885132557,-47.5724652974524,2.97170029312412,1.40454618831098,2.95484826611936
2.3327225,-40.2189116880936,-0.000833173684642345,-47.5415736277465,2.95594882490999,1.38881400016566,2.93902523164338
2.34022,-40.1919375504235,-0.000839689459711404,-47.5107609366952,2.94019723612901,1.37308179707105,2.92320179760198
2.3477175,-40.1650556515148,-0.000846249166365603,-47.4800266270781,2.92444552731752,1.35734957895325,2.90737796994134
2.355215,-40.138265432461,-0.000852852743559141,-47.4493701049261,2.90869369903393,1.34161734573702,2.8915537547601
2.3627125,-40.1115663397782,-0.000859500112816684,-47.418790779402,2.89294175185841,1.3258850973457,2.87572915830815
2.37021,-40.0849578253378,-0.000866191178201466,-47.3882880626808,2.87718968639264,1.31015283370116,2.85990418698534
2.3777075,-40.0584393463005,-0.000872925826001777,-47.3578613698321,2.86143750325954,1.29442055472376,2.84407884734
2.385205,-40.0320103650517,-0.000879703924611307,-47.3275101187024,2.845685203103,1.27868826033229,2.82825314606755
2.3927025,-40.0056703491379,-0.000886525324455767,-47.2972337297991,2.8299327865875,1.26295595044393,2.81242709000885
2.4002,-39.9794187712048,-0.000893389857845257,-47.2670316261747,2.81418025439787,1.24722362497416,2.7966006861486
2.4076975,-39.9532551089362,-0.000900297338952007,-47.2369032333123,2.79842760723891,1.23149128383674,2.78077394161358
2.415195,-39.9271788449947,-0.000907247563744708,-47.206847979012,2.78267484583505,1.21575892694363,2.76494686367084
2.4226925,-39.9011894669629,-0.000914240310073307,-47.1768652932784,2.76692197092997,1.20002655420498,2.74911945972576
2.43019,-39.8752864672864,-0.000921275337653489,-47.1469546082082,2.75116898328625,1.184294165529,2.73329173732005
2.4376875,-39.8494693432182,-0.000928352388178465,-47.1171153578793,2.73541588368494,1.16856176082199,2.71746370412968
2.445185,-39.8237375967632,-0.000935471185502132,-47.0873469782411,2.71966267292518,1.15282933998821,2.70163536796266
2.4526825,-39.7980907346254,-0.000942631435704566,-47.0576489070049,2.70390935182373,1.13709690292987,2.68580673675674
2.46018,-39.7725282681551,-0.000949832827480601,-47.0280205835355,2.68815592121461,1.12136444954708,2.66997781857709
2.4676775,-39.747049713298,-0.000957075032289233,-46.9984614487439,2.67240238194854,1.10563197973775,2.65414862161374
2.475175,-39.7216545905451,-0.000964357704756661,-46.9689709449811,2.65664873489258,1.08989949339758,2.63831915417907
2.4826725,-39.6963424248838,-0.000971680482982899,-46.9395485159315,2.64089498092954,1.07416699042001,2.62248942470509
2.49017,-39.6711127457504,-0.000979042989099126,-46.9101936065094,2.62514112095756,1.05843447069612,2.60665944174065
2.4976675,-39.6459650869838,-0.000986444829650489,-46.8809056627539,2.60938715588959,1.04270193411462,2.59082921394861
2.505165,-39.6208989867797,-0.000993885596224828,-46.8516841317269,2.5936330866528,1.02696938056181,2.5749987501028
2.5126625,-39.5959139876468,-0.0010013648660843,-46.8225284614106,2.57787891418811,1.01123680992147,2.55916805908493
2.52016,-39.5710096363636,-0.00100888220278256,-46.7934381006067,2.56212463944959,0.995504222074875,2.54333714988141
2.5276575,-39.5461854839368,-0.00101643715701721,-46.7644124988361,2.54637026340392,0.979771616900717,2.52750603158001
2.535155,-39.52144108556,-0.00102402926742831,-46.7354511062394,2.53061578702979,0.964038994275064,2.51167471336648
2.5426525,-39.4967760005749,-0.0010316580614634,-46.7065533734794,2.51486121131729,0.948306354071313,2.49584320452097
2.55015,-39.4721897924319,-0.00103932305641808,-46.6777187516428,2.49910653726732,0.932573696160156,2.4800115144144
2.5576475,-39.4476820286536,-0.00104702376049198,-46.648946692145,2.48335176589098,0.916841020409533,2.46417965250472
2.565145,-39.4232522807979,-0.0010547596738747,-46.6202366466336,2.4675968982089,0.901108326684589,2.44834762833299
2.5726425,-39.3989001244236,-0.00106253029013067,-46.591588066895,2.4518419352506,0.885375614847656,2.43251545151944
2.58014,-39.3746251390557,-0.00107033509729182,-46.5630004047605,2.43608687805385,0.869642884758193,2.41668313175931
2.5876375,-39.3504269081532,-0.00107817357950485,-46.5344731120142,2.42033172766397,0.853910136272779,2.40085067881864
2.595135,-39.3263050190769,-0.00108604521838038,-46.5060056403017,2.40457648513317,0.838177369245067,2.38501810252992
2.6026325,-39.3022590630591,-0.00109394949470971,-46.4775974410397,2.38882115151983,0.822444583525775,2.36918541278761
2.61013,-39.278288635174,-0.00110188589002525,-46.449247965327,2.37306572788782,0.806711778962641,2.35335261954354
2.6176275,-39.2543933343095,-0.00110985388859401,-46.4209566638564,2.35731021530576,0.790978955400426,2.33751973280219
2.625125,-39.2305727631396,-0.00111785297924524,-46.3927229868275,2.3415546148463,0.775246112680892,2.32168676261585
2.6326225,-39.2068265280988,-0.00112588265734757,-46.364546383861,2.32579892758539,0.759513250642782,2.30585371907961
2.64012,-39.1831542393564,-0.00113394242708899,-46.3364263039139,2.31004315460151,0.743780369121826,2.2900206123263
2.6476175,-39.1595555107935,-0.00114203180361888,-46.3083621951957,2.29428729697497,0.728047467950727,2.27418745252124
2.655115,-39.1360299599794,-0.00115015031549591,-46.2803535050863,2.27853135578709,0.712314546959168,2.25835424985684
2.6626125,-39.1125772081505,-0.00115829750716667,-46.2523996800542,2.26277533211944,0.696581605973813,2.24252101454717
2.67011,-39.0891968801897,-0.00116647294162768,-46.2245001655771,2.24701922705311,0.680848644818329,2.22668775682227
2.6776075,-39.0658886046067,-0.00117467620317317,-46.1966544060623,2.23126304166787,0.66511566331339,2.21085448692243
2.685105,-39.0426520135202,-0.00118290690029626,-46.1688618447697,2.2155067770414,0.649382661276707,2.19502121509225
2.6926025,-39.0194867426404,-0.00119116466875992,-46.1411219237352,2.19975043424851,0.633649638523052,2.17918795157464
2.7001,-38.9963924312531,-0.00119944917472098,-46.1134340836955,2.18399401436033,0.617916594864292,2.16335470660465
2.7075975,-38.973368722205,-0.0012077601181261,-46.0857977640147,2.16823751844351,0.602183530109435,2.1475214904031
2.715095,-38.9504152618896,-0.00121609723613579,-46.0582124026115,2.15248094755942,0.586450444064668,2.13168831317022
2.7225925,-38.927531700235,-0.00122446030676737,-46.0306774358884,2.13672430276334,0.570717336533417,2.115855185079
2.73009,-38.904717690692,-0.00123284915272114,-46.0031922986618,2.12096758510363,0.554984207316409,2.10002211626845
2.7375875,-38.8819728902242,-0.00124126364526455,-45.975756424094,2.10521079562098,0.539251056211738,2.0841891168368
2.745085,-38.8592969592983,-0.00124970370838829,-45.9483692436259,2.08945393534752,0.52351788301494,2.06835619683439
2.7525825,-38.8366895618767,-0.00125816932310708,-45.921030186912,2.0736970053061,0.507784687519091,2.05252336625657
2.76008,-38.8141503654098,-0.00126666053181841,-45.893738681756,2.05794000650941,0.492051469514879,2.03669063503639
2.7675775,-38.7916790408311,-0.00127517744305575,-45.8664941540489,2.04218293995924,0.476318228790731,2.02085801303714
2.775075,-38.7692752625518,-0.00128372023619159,-45.8392960277074,2.02642580664564,0.460584965132905,2.00502551004474
2.7825725,-38.746938708458,-0.00129228916651481,-45.8121437246153,2.01066860754615,0.444851678325628,1.98919313576004
2.79007,-38.7246690599079,-0.00130088457032344,-45.785036664565,1.99491134362498,0.429118368151217,1.97336089979088
2.7975675,-38.702466001731,-0.00130950687037727,-45.7579742652017,1.9791540158323,0.413385034390227,1.95752881164409
2.805065,-38.680329222228,-0.00131815658140445,-45.7309559419688,1.96339662510341,0.397651676821601,1.94169688071729
2.8125625,-38.658258413172,-0.00132683431591194,-45.7039811080548,1.94763917235799,0.381918295222842,1.92586511629055
2.82006,-38.6362532698106,-0.00133554079012723,-45.6770491743425,1.93188165849937,0.366184889370184,1.91003352751789
2.8275575,-38.6143134908701,-0.00134427683018598,-45.650159549359,1.91612408441378,0.350451459038779,1.8942021234187
2.835055,-38.5924387785593,-0.0013530433785232,-45.6233116392283,1.90036645096962,0.334718004002903,1.87837091286886
2.8425525,-38.5706288385761,-0.00136184150047964,-45.5965048476254,1.88460875901676,0.318984524036165,1.86253990459188
2.85005,-38.5488833801142,-0.00137067239110777,-45.5697385757319,1.86885100938584,0.303251018911741,1.84670910714979
2.8575475,-38.5272021158713,-0.00137953738224309,-45.5430122221938,1.8530932028876,0.287517488402612,1.83087852893387
2.865045,-38.5055847620587,-0.00138843794977518,-45.5163251830811,1.8373353403122,0.271783932281818,1.81504817815525
2.8725425,-38.4840310384116,-0.00139737572115405,-45.4896768518491,1.82157742242863,0.256050350322733,1.79921806283542
2.88004,-38.462540668201,-0.00140635248311267,-45.463066619302,1.80581944998403,0.240316742299344,1.78338819079645
2.8875375,-38.4411133782468,-0.00141537018967694,-45.436493873558,1.79006142370313,0.224583107986563,1.76755856965119
2.895035,-38.4197488989318,-0.00142443097038984,-45.4099580000169,1.7743033442877,0.208849447160539,1.75172920679321
2.9025325,-38.3984469642168,-0.00143353713876138,-45.3834583813293,1.75854521241595,0.193115759598983,1.73590010938669
2.91003,-38.3772073116576,-0.00144269120102524,-45.356994397368,1.74278702874207,0.177382045081546,1.72007128435606
2.9175275,-38.3560296824221,-0.00145189586508271,-45.3305654252014,1.72702879389571,0.161648303390154,1.70424273837552
2.925025,-38.33491382131,-0.00146115404980445,-45.3041708390696,1.71127050848155,0.145914534309432,1.68841447785846
2.9325225,-38.3138594767718,-0.0014704688944539,-45.2778100103615,1.69551217307882,0.130180737627077,1.67258650894662
2.94002,-38.2928664009312,-0.00147984376853418,-45.2514823075954,1.679753788241,0.114446913134315,1.65675883749918
2.9475175,-38.2719343496069,-0.00148928228177592,-45.2251870964009,1.66399535449538,0.0987130606263226,1.64093146908167
2.955015,-38.2510630823362,-0.00149878829449075,-45.1989237395032,1.64823687234281,0.082979179902709,1.62510440895471
2.9625125,-38.2302523624005,-0.00150836592814277,-45.1726915967102,1.63247834225738,0.0672452707679972,1.60927766206264
2.97001,-38.2095019568505,-0.00151801957624827,-45.1464900249012,1.6167197646862,0.0515113330321326,1.5934512330219
2.9775075,-38.1888116365342,-0.00152775391553382,-45.1203183780188,1.60096114004924,0.035777366511021,1.57762512610938
2.985005,-38.1681811761247,-0.00153757391738697,-45.0941760070622,1.58520246873914,0.0200433710270769,1.56179934525055
2.9925025,-38.1476103541504,-0.00154748485961264,-45.0680622600837,1.56944375112113,0.0043093464098016,1.5459738940074
3,-38.1270989530254,-0.00155749233846952,-45.0419764821874,1.553684987533,-0.011424707503608,1.53014877556632

