"Freq [GHz]","Antenna to Waveport 2 [rad]","Antenna to Waveport 1 [rad]"
0.72325,-2.35451169841131,-2.64432333805545
0.7255,-2.35694778939151,-2.64766013477638
0.72775,-2.35938370946706,-2.65099673764821
0.73,-2.36181945886202,-2.65433314632674
0.73225,-2.3642550378056,-2.65766936046762
0.7345,-2.36669044653221,-2.66100537972642
0.73675,-2.36912568528167,-2.66434120375876
0.739,-2.37156075429926,-2.66767683222042
0.74125,-2.37399565383589,-2.67101226476745
0.7435,-2.37643038414824,-2.67434750105629
0.74575,-2.3788649454988,-2.67768254074385
0.748,-2.38129933815609,-2.68101738348767
0.75025,-2.38373356239473,-2.68435202894599
0.7525,-2.38616761849554,-2.68768647677787
0.75475,-2.38860150674572,-2.69102072664332
0.757,-2.39103522743893,-2.69435477820336
0.75925,-2.39346878087538,-2.69768863112019
0.7615,-2.39590216736204,-2.70102228505725
0.76375,-2.39833538721265,-2.70435573967937
0.766,-2.4007684407479,-2.70768899465283
0.76825,-2.40320132829553,-2.7110220496455
0.7705,-2.40563405019046,-2.71435490432695
0.77275,-2.40806660677487,-2.71768755836855
0.775,-2.41049899839833,-2.72102001144355
0.77725,-2.41293122541792,-2.72435226322724
0.7795,-2.41536328819835,-2.727684313397
0.78175,-2.41779518711204,-2.73101616163247
0.784,-2.42022692253925,-2.73434780761559
0.78625,-2.42265849486821,-2.73767925103074
0.7885,-2.42508990449518,-2.74101049156485
0.79075,-2.42752115182461,-2.7443415289075
0.793,-2.42995223726921,-2.74767236275101
0.79525,-2.43238316125008,-2.75100299279057
0.7975,-2.43481392419681,-2.75433341872432
0.79975,-2.43724452654759,-2.75766364025347
0.802,-2.43967496874931,-2.76099365708241
0.80425,-2.44210525125765,-2.76432346891879
0.8065,-2.44453537453723,-2.76765307547366
0.80875,-2.44696533906167,-2.77098247646154
0.811,-2.4493951453137,-2.77431167160054
0.81325,-2.45182479378529,-2.77764066061246
0.8155,-2.45425428497772,-2.78096944322291
0.81775,-2.45668361940169,-2.78429801916136
0.82,-2.45911279757745,-2.78762638816133
0.82225,-2.46154182003485,-2.79095454996042
0.8245,-2.46397068731347,-2.79428250430043
0.82675,-2.46639939996272,-2.79761025092749
0.829,-2.46882795854193,-2.80093778959213
0.83125,-2.47125636362045,-2.80426512004941
0.8335,-2.47368461577775,-2.80759224205899
0.83575,-2.4761127156035,-2.81091915538528
0.838,-2.4785406636977,-2.81424585979747
0.84025,-2.48096846067076,-2.81757235506973
0.8425,-2.48339610714355,-2.82089864098121
0.84475,-2.48582360374758,-2.82422471731622
0.847,-2.48825095112503,-2.82755058386429
0.84925,-2.49067814992887,-2.83087624042029
0.8515,-2.49310520082292,-2.83420168678452
0.85375,-2.49553210448199,-2.83752692276282
0.856,-2.49795886159194,-2.84085194816668
0.85825,-2.50038547284979,-2.84417676281331
0.8605,-2.50281193896379,-2.84750136652577
0.86275,-2.5052382606535,-2.85082575913308
0.865,-2.50766443864993,-2.85414994047028
0.86725,-2.51009047369559,-2.85747391037857
0.8695,-2.51251636654456,-2.86079766870539
0.87175,-2.51494211796263,-2.86412121530454
0.874,-2.51736772872734,-2.86744455003626
0.87625,-2.5197931996281,-2.87076767276734
0.8785,-2.52221853146626,-2.87409058337122
0.88075,-2.52464372505519,-2.8774132817281
0.883,-2.52706878122037,-2.88073576772502
0.88525,-2.52949370079947,-2.88405804125598
0.8875,-2.53191848464246,-2.88738010222204
0.88975,-2.53434313361164,-2.8907019505314
0.892,-2.5367676485818,-2.89402358609953
0.89425,-2.5391920304402,-2.89734500884923
0.8965,-2.54161628008675,-2.9006662187108
0.89875,-2.54404039843403,-2.90398721562204
0.901,-2.54646438640739,-2.90730799952845
0.90325,-2.54888824494503,-2.91062857038326
0.9055,-2.55131197499808,-2.91394892814758
0.90775,-2.55373557753066,-2.91726907279044
0.91,-2.55615905351999,-2.92058900428897
0.91225,-2.55858240395645,-2.92390872262843
0.9145,-2.56100562984365,-2.92722822780233
0.91675,-2.5634287321985,-2.93054751981255
0.919,-2.56585171205134,-2.93386659866942
0.92125,-2.56827457044593,-2.93718546439183
0.9235,-2.5706973084396,-2.94050411700733
0.92575,-2.57311992710327,-2.9438225565522
0.928,-2.57554242752157,-2.9471407830716
0.93025,-2.57796481079287,-2.95045879661963
0.9325,-2.58038707802938,-2.95377659725945
0.93475,-2.58280923035722,-2.95709418506336
0.937,-2.58523126891646,-2.96041156011294
0.93925,-2.58765319486124,-2.96372872249908
0.9415,-2.59007500935982,-2.96704567232216
0.94375,-2.59249671359461,-2.97036240969208
0.946,-2.59491830876231,-2.97367893472841
0.94825,-2.59733979607393,-2.97699524756044
0.9505,-2.59976117675487,-2.98031134832734
0.95275,-2.60218245204498,-2.98362723717821
0.955,-2.60460362319864,-2.98694291427218
0.95725,-2.60702469148482,-2.99025837977855
0.9595,-2.60944565818715,-2.99357363387684
0.96175,-2.61186652460398,-2.99688867675692
0.964,-2.61428729204843,-3.0002035086191
0.96625,-2.61670796184849,-3.00351812967423
0.9685,-2.61912853534706,-3.00683254014378
0.97075,-2.621549013902,-3.01014674025998
0.973,-2.62396939888622,-3.01346073026588
0.97525,-2.62638969168773,-3.01677451041545
0.9775,-2.62880989370969,-3.02008808097371
0.97975,-2.63123000637048,-3.02340144221679
0.982,-2.63365003110378,-3.02671459443206
0.98425,-2.63606996935859,-3.0300275379182
0.9865,-2.63848982259931,-3.03334027298534
0.98875,-2.64090959230581,-3.03665279995509
0.991,-2.64332927997346,-3.0399651191607
0.99325,-2.64574888711322,-3.04327723094714
0.9955,-2.64816841525165,-3.04658913567118
0.99775,-2.65058786593102,-3.04990083370151
1,-2.65300724070932,-3.05321232541883
