"Freq [GHz]","dB(S(waveport1,antenna)) []"
2.3177275,-41.9837942530494
2.325225,-41.9618568857393
2.3327225,-41.9400184631159
2.34022,-41.9182783860432
2.3477175,-41.8966360612932
2.355215,-41.8750909014647
2.3627125,-41.8536423249041
2.37021,-41.8322897556258
2.3777075,-41.8110326232347
2.385205,-41.7898703628495
2.3927025,-41.768802415027
2.4002,-41.7478282256867
2.4076975,-41.7269472460374
2.415195,-41.7061589325044
2.4226925,-41.6854627466571
2.43019,-41.6648581551378
2.4376875,-41.6443446295922
2.445185,-41.6239216465994
2.4526825,-41.6035886876038
2.46018,-41.5833452388472
2.4676775,-41.5631907913024
2.475175,-41.5431248406073
2.4826725,-41.5231468869992
2.49017,-41.5032564352513
2.4976675,-41.4834529946085
2.505165,-41.4637360787253
2.5126625,-41.4441052056032
2.52016,-41.42455989753
2.5276575,-41.4050996810189
2.535155,-41.3857240867493
2.5426525,-41.3664326495075
2.55015,-41.3472249081282
2.5576475,-41.3281004054374
2.565145,-41.3090586881952
2.5726425,-41.29009930704
2.58014,-41.2712218164323
2.5876375,-41.2524257746006
2.595135,-41.233710743487
2.6026325,-41.2150762886933
2.61013,-41.196521979429
2.6176275,-41.1780473884581
2.625125,-41.1596520920483
2.6326225,-41.1413356699195
2.64012,-41.1230977051938
2.6476175,-41.1049377843459
2.655115,-41.0868554971534
2.6626125,-41.0688504366488
2.67011,-41.0509221990715
2.6776075,-41.0330703838204
2.685105,-41.0152945934071
2.6926025,-40.9975944334098
2.7001,-40.9799695124277
2.7075975,-40.9624194420358
2.715095,-40.9449438367409
2.7225925,-40.9275423139372
2.73009,-40.910214493863
2.7375875,-40.8929599995582
2.745085,-40.8757784568217
2.7525825,-40.8586694941699
2.76008,-40.8416327427952
2.7675775,-40.8246678365258
2.775075,-40.807774411785
2.7825725,-40.7909521075521
2.79007,-40.7742005653229
2.7975675,-40.7575194290715
2.805065,-40.7409083452117
2.8125625,-40.72436696256
2.82006,-40.7078949322982
2.8275575,-40.6914919079369
2.835055,-40.6751575452794
2.8425525,-40.6588915023864
2.85005,-40.6426934395405
2.8575475,-40.6265630192121
2.865045,-40.6104999060249
2.8725425,-40.5945037667225
2.88004,-40.5785742701351
2.8875375,-40.5627110871474
2.895035,-40.5469138906655
2.9025325,-40.531182355586
2.91003,-40.5155161587646
2.9175275,-40.499914978985
2.925025,-40.4843784969292
2.9325225,-40.4689063951473
2.94002,-40.4534983580282
2.9475175,-40.438154071771
2.955015,-40.4228732243575
2.9625125,-40.4076555055386
2.97001,-40.3925006066835
2.9775075,-40.3774082210829
2.985005,-40.3623780434996
2.9925025,-40.3474097704182
3,-40.3325030999379
