Freq [GHz],"ang_rad(S(waveport1,antenna)) [rad]","ang_rad(S(waveport2,antenna)) [rad]"
0.0001,-1.57099351085338,1.57063468472019
0.00259975,-1.57585116655131,1.56650422044305
0.0050995,-1.58071144920905,1.56237718816145
0.00759925,-1.58557174070387,1.5582501770761
0.010099,-1.59043200447956,1.55412320129703
0.01259875,-1.59529222532209,1.54999627311115
0.0150985,-1.60015239081999,1.54586940368079
0.01759825,-1.60501248924428,1.54174260418423
0.020098,-1.60987250911044,1.53761588589303
0.02259775,-1.61473243904934,1.53348926014353
0.0250975,-1.61959226775774,1.52936273831057
0.02759725,-1.62445198397498,1.52523633179059
0.030097,-1.62931157647062,1.52111005199131
0.03259675,-1.63417103403735,1.51698391032528
0.0350965,-1.63903034548685,1.51285791820562
0.03759625,-1.6438894996475,1.50873208704317
0.040096,-1.64874848536305,1.50460642824437
0.04259575,-1.65360729149209,1.50048095320972
0.0450955,-1.65846590690797,1.49635567333249
0.04759525,-1.66332432049889,1.49223059999769
0.050095,-1.66818252116833,1.48810574458117
0.05259475,-1.67304049783554,1.48398111844877
0.0550945,-1.67789823943607,1.47985673295562
0.05759425,-1.68275573492244,1.47573259944545
0.060094,-1.6876129732648,1.47160872924988
0.06259375,-1.69246994345161,1.46748513368783
0.0650935,-1.69732663449037,1.46336182406489
0.06759325,-1.70218303540833,1.45923881167273
0.070093,-1.70703913525319,1.45511610778851
0.07259275,-1.71189492309388,1.4509937236743
0.0750925,-1.71675038802124,1.44687167057652
0.07759225,-1.72160551914879,1.44274995972537
0.080092,-1.7264603056134,1.43862860233427
0.08259175,-1.73131473657609,1.43450760959934
0.0850915,-1.73616880122268,1.43038699269882
0.08759125,-1.74102248876455,1.42626676279252
0.090091,-1.74587578843933,1.42214693102135
0.09259075,-1.75072868951162,1.41802750850669
0.0950905,-1.75558118127369,1.41390850634994
0.09759025,-1.76043325304618,1.40978993563197
0.10009,-1.76528489344496,1.40567180803599
0.10258975,-1.77013608135685,1.4015541413388
0.1050895,-1.7749868147258,1.39743694002406
0.10758925,-1.77983708271612,1.39332021519426
0.110089,-1.78468687450911,1.38920397793371
0.11258875,-1.78953617930343,1.3850882393081
0.1150885,-1.79438498631552,1.38097301036427
0.11758825,-1.79923328477998,1.3768583021298
0.120088,-1.80408106394994,1.37274412561269
0.12258775,-1.80892831309743,1.36863049180102
0.1250875,-1.81377502151379,1.36451741166257
0.12758725,-1.81862117851005,1.36040489614449
0.130087,-1.82346677341724,1.35629295617295
0.13258675,-1.82831179558684,1.35218160265273
0.1350865,-1.83315623439112,1.34807084646692
0.13758625,-1.83800007922347,1.34396069847655
0.140086,-1.84284331949884,1.3398511695202
0.14258575,-1.84768594465403,1.33574227041366
0.1450855,-1.8525279441481,1.33163401194957
0.14758525,-1.85736930746272,1.32752640489706
0.150085,-1.8622100241025,1.3234194600014
0.15258475,-1.86705008359537,1.31931318798363
0.1550845,-1.87188947549294,1.31520759954021
0.15758425,-1.87672818937082,1.31110270534267
0.160084,-1.88156621482899,1.30699851603722
0.16258375,-1.88640354149216,1.30289504224448
0.1650835,-1.89124015901005,1.29879229455905
0.16758325,-1.89607605705782,1.29469028354918
0.170083,-1.90091122533634,1.29058901975646
0.17258275,-1.90574565357255,1.28648851369543
0.1750825,-1.91057933151982,1.28238877585326
0.17758225,-1.91541224895821,1.27828981668941
0.180082,-1.9202443956949,1.27419164663527
0.18258175,-1.92507576156441,1.27009427609385
0.1850815,-1.92990633642903,1.26599771543943
0.18758125,-1.93473611017905,1.26190197501723
0.190081,-1.93956507273314,1.25780706514307
0.19258075,-1.94439321403864,1.25371299610306
0.1950805,-1.94922052407187,1.24961977815327
0.19758025,-1.95404699283848,1.24552742151939
0.20008,-1.95887261037372,1.24143593639641
0.20257975,-1.96369736674275,1.23734533294834
0.2050795,-1.96852125204097,1.23325562130784
0.20757925,-1.9733442563943,1.22916681157594
0.210079,-1.97816636995948,1.22507891382171
0.21257875,-1.98298758292439,1.22099193808197
0.2150785,-1.98780788550832,1.21690589436098
0.21757825,-1.99262726796226,1.2128207926301
0.220078,-1.9974457205692,1.20873664282755
0.22257775,-2.00226323364442,1.20465345485805
0.2250775,-2.00707979753577,1.20057123859259
0.22757725,-2.01189540262394,1.19649000386806
0.230077,-2.01671003932274,1.19240976048702
0.23257675,-2.0215236980794,1.1883305182174
0.2350765,-2.0263363693748,1.18425228679218
0.23757625,-2.03114804372378,1.18017507590916
0.240076,-2.0359587116754,1.17609889523063
0.24257575,-2.04076836381316,1.17202375438314
0.2450755,-2.04557699075532,1.16794966295718
0.24757525,-2.05038458315514,1.16387663050694
0.250075,-2.05519113170112,1.15980466655005
0.25257475,-2.05999662711726,1.15573378056727
0.2550745,-2.06480106016332,1.15166398200227
0.25757425,-2.06960442163505,1.14759528026135
0.260074,-2.07440670236446,1.14352768471319
0.26257375,-2.07920789322003,1.1394612046886
0.2650735,-2.08400798510696,1.13539584948025
0.26757325,-2.08880696896742,1.13133162834245
0.270073,-2.09360483578078,1.12726855049089
0.27257275,-2.0984015765638,1.12320662510239
