"Freq [GHz]","ang_rad(S(waveport1,antenna)) [rad]","ang_rad(S(waveport2,antenna)) [rad]"
0.001,-1.57187422868698,1.5697219318643
0.0084975,-1.57995590980141,1.56166677615538
0.015995,-1.58803757118433,1.55361160598532
0.0234925,-1.59611920738752,1.54555644812862
0.03099,-1.60420080681674,1.53750130811994
0.0384875,-1.61228235846549,1.52944619094076
0.045985,-1.62036385144602,1.52139110145783
0.0534825,-1.62844527512787,1.51333604428666
0.06098,-1.63652661923415,1.50528102369741
0.0684775,-1.64460787391465,1.49722604354341
0.075975,-1.65268902981586,1.4891711071927
0.0834725,-1.6607700781438,1.48111621746664
0.09097,-1.6688510107271,1.47306137657828
0.0984675,-1.67693182008,1.4650065860707
0.105965,-1.68501247795631,1.45695186883386
0.1134625,-1.69309297763175,1.44889722517592
0.12096,-1.70117331234799,1.44084265581311
0.1284575,-1.70925347140275,1.43278816557968
0.135955,-1.71733344412757,1.42473375929589
0.1434525,-1.72541321989041,1.41667944176707
0.15095,-1.73349278809812,1.40862521778275
0.1584475,-1.74157213819889,1.40057109211582
0.165945,-1.74965125968452,1.39251706952158
0.1734425,-1.7577301420927,1.38446315473697
0.18094,-1.76580877500924,1.37640935247965
0.1884375,-1.77388714807023,1.3683556674472
0.195935,-1.78196525096422,1.36030210431625
0.2034325,-1.79004307343432,1.35224866774167
0.21093,-1.79812060528034,1.34419536235571
0.2184275,-1.80619783636089,1.33614219276718
0.225925,-1.8142747565954,1.32808916356068
0.2334225,-1.82235135596625,1.32003627929569
0.24092,-1.83042762452074,1.31198354450586
0.2484175,-1.83850355237315,1.30393096369813
0.255915,-1.84657912970676,1.29587854135198
0.2634125,-1.85465434677578,1.28782628191861
0.27091,-1.8627291939074,1.27977418982016
0.2784075,-1.87080366150369,1.27172226944893
0.285905,-1.87887774004357,1.26367052516661
0.2934025,-1.8869514200847,1.2556189613035
0.3009,-1.89502469226545,1.24756758215776
0.3083975,-1.90309754730672,1.23951639199461
0.315895,-1.91116997601385,1.23146539504565
0.3233925,-1.91924196927846,1.22341459550807
0.33089,-1.92731351808028,1.21536399754392
0.3383875,-1.935384613489,1.20731360527935
0.345885,-1.94345524666603,1.19926342280397
0.3533825,-1.9515254088663,1.19121345417001
0.36088,-1.95959509144001,1.18316370339171
0.3683775,-1.96766428583442,1.17511417444454
0.375875,-1.97573298359556,1.16706487126449
0.3833725,-1.98380117637001,1.15901579774732
0.39087,-1.99186885590676,1.15096695774768
0.3983675,-1.99993601405945,1.14291835507791
0.405865,-2.00800264279042,1.13486999350484
0.4133625,-2.01606873419274,1.12682187672886
0.42086,-2.0241342798167,1.11877400905826
0.4283575,-2.0321992734415,1.1107263926385
0.435855,-2.04026370620748,1.10267903232093
0.4433525,-2.04832757094831,1.09463193133144
0.45085,-2.05639086030041,1.08658509316193
0.4583475,-2.06445356700577,1.07853852126841
0.465845,-2.07251568392198,1.07049221906175
0.4733425,-2.08057720402504,1.06244618990576
0.48084,-2.08863812041114,1.05440043711618
0.4883375,-2.09669842629819,1.04635496396001
0.495835,-2.10475811502716,1.0383097736549
0.5033325,-2.1128171800635,1.03026486936854
0.51083,-2.12087561499838,1.02222025421816
0.5183275,-2.12893341355002,1.01417593126993
0.525825,-2.13699056956492,1.00613190353847
0.5333225,-2.14504707701907,0.998088173986319
0.54082,-2.15310293001915,0.990044745523428
0.5483175,-2.1611581228037,0.982001621006664
0.555815,-2.16921264974427,0.973958803239319
0.5633125,-2.17726650534649,0.965916294970636
0.57081,-2.18531968425119,0.957874098895338
0.5783075,-2.19337218123544,0.949832217653165
0.585805,-2.20142399121358,0.941790653828435
0.5933025,-2.2094751092382,0.933749409949596
0.6008,-2.21752553050114,0.925708488488797
0.6082975,-2.22557525033441,0.917667891861469
0.615795,-2.23362426421111,0.909627622425918
0.6232925,-2.24167256774628,0.901587682482918
0.63079,-2.24972015669782,0.893548074275327
0.6382875,-2.25776702696724,0.885508799987699
0.645785,-2.2658131746005,0.877469861745921
0.6532825,-2.27385859578877,0.869431261616844
0.66078,-2.28190328686913,0.86139300160794
0.6682775,-2.28994724432533,0.853355083666951
0.675775,-2.2979904647884,0.845317509681567
0.6832725,-2.30603294503733,0.8372802814791
0.69077,-2.31407468199969,0.829243400826172
0.6982675,-2.32211567275217,0.821206869428416
0.705765,-2.33015591452118,0.813170688930183
0.7132625,-2.33819540468334,0.805134860914261
0.72076,-2.34623414076596,0.797099386901603
0.7282575,-2.3542721204475,0.789064268351065
0.735755,-2.36230934155804,0.781029506659158
0.7432525,-2.3703458020796,0.7729951031598
0.75075,-2.37838150014655,0.764961059124092
0.7582475,-2.38641643404592,0.756927375760088
0.765745,-2.39445060221772,0.748894054212592
0.7732425,-2.40248400325517,0.740861095562947
0.78074,-2.41051663590498,0.732828500828852
0.7882375,-2.41854849906749,0.724796270964173
0.795735,-2.4265795917969,0.716764406858775
0.8032325,-2.43460991330137,0.708732909338358
0.81073,-2.44263946294312,0.700701779164307
0.8182275,-2.45066824023855,0.692671017033544
0.825725,-2.45869624485822,0.6846406235784
0.8332225,-2.46672347662688,0.676610599366493
0.84072,-2.47474993552345,0.66858094490061
0.8482175,-2.48277562168097,0.660551660618607
0.855715,-2.49080053538647,0.652522746893315
0.8632125,-2.49882467708089,0.644494204032453
0.87071,-2.5068480473589,0.636466032278557
0.8782075,-2.51487064696871,0.628438231808914
0.885705,-2.52289247681187,0.620410802735506
0.8932025,-2.53091353794296,0.612383745104964
0.9007,-2.53893383156939,0.604357058898534
0.9081975,-2.546953359051,0.596330744032049
0.915695,-2.55497212189973,0.588304800355908
0.9231925,-2.56299012177928,0.580279227655076
0.93069,-2.57100736050461,0.572254025649078
0.9381875,-2.57902384004157,0.564229193992012
0.945685,-2.58703956250636,0.556204732272573
0.9531825,-2.59505453016506,0.548180640014077
0.96068,-2.60306874543304,0.540156916674502
0.9681775,-2.61108221087441,0.532133561646534
0.975675,-2.6190949292014,0.524110574257626
0.9831725,-2.62710690327373,0.516087953770065
0.99067,-2.63511813609791,0.508065699381041
0.9981675,-2.64312863082656,0.500043810222737
1.005665,-2.65113839075764,0.492022285362421
1.0131625,-2.65914741933374,0.484001123802543
1.02066,-2.66715572014121,0.475980324480853
1.0281575,-2.67516329690938,0.467959886270512
1.035655,-2.68317015350967,0.459939807980229
1.0431525,-2.69117629395473,0.451920088354392
1.05065,-2.69918172239749,0.443900726073216
1.0581475,-2.7071864431302,0.435881719752896
1.065645,-2.71519046058349,0.427863067945771
1.0731425,-2.72319377932532,0.419844769140497
1.08064,-2.73119640405997,0.411826821762222
1.0881375,-2.73919833962693,0.403809224172779
1.095635,-2.74719959099985,0.395791974670883
1.1031325,-2.75520016328539,0.387775071492333
1.11063,-2.76320006172203,0.379758512810226
1.1181275,-2.77119929167897,0.371742296735183
1.125625,-2.77919785865484,0.363726421315574
1.1331225,-2.78719576827651,0.355710884537759
1.14062,-2.79519302629781,0.347695684326334
1.1481175,-2.80318963859822,0.339680818544384
1.155615,-2.81118561118161,0.33166628499375
1.1631125,-2.81918095017482,0.323652081415293
1.17061,-2.82717566182636,0.315638205489177
1.1781075,-2.83516975250497,0.307624654835156
1.185605,-2.84316322869824,0.299611427012866
1.1931025,-2.85115609701112,0.291598519522127
1.2006,-2.8591483641645,0.283585929803257
1.2080975,-2.8671400369937,0.275573655237384
1.215595,-2.87513112244695,0.267561693146776
1.2230925,-2.88312162758387,0.259550040795174
1.23059,-2.8911115595739,0.251538695388129
1.2380875,-2.89910092569473,0.243527654073356
1.245585,-2.90708973333069,0.235516913941084
1.2530825,-2.91507798997112,0.227506472024425
1.26058,-2.92306570320877,0.219496325299743
1.2680775,-2.93105288073806,0.211486470687031
1.275575,-2.93903953035349,0.203476905050297
1.2830725,-2.94702565994787,0.195467625197962
1.29057,-2.95501127751061,0.187458627883253
1.2980675,-2.96299639112603,0.179449909804618
1.305565,-2.97098100897152,0.171441467606137
1.3130625,-2.97896513931587,0.163433297877945
1.32056,-2.98694879051736,0.155425397156662
1.3280575,-2.99493197102208,0.147417761925832
1.335555,-3.002914689362,0.139410388616363
1.3430525,-3.01089695415319,0.13140327360698
1.35055,-3.01887877409395,0.123396413224683
1.3580475,-3.02686015796296,0.115389803745214
1.365545,-3.03484111461737,0.107383441393525
1.3730425,-3.04282165299092,0.0993773223442591
1.38054,-3.05080178209202,0.0913714427222387
1.3880375,-3.05878151100187,0.0833657986029552
1.395535,-3.06676084887245,0.0753603860130709
1.4030325,-3.07473980492465,0.0673552009309245
1.41053,-3.08271838844628,0.0593502392870451
1.4180275,-3.0906966087901,0.0513454969646731
1.425525,-3.09867447537186,0.043340969800286
1.4330225,-3.10665199766827,0.0353366535841338
