"Freq [GHz]","TEM mode []"
0.001,-108.085440725657
0.104413793103448,-67.7132260967658
0.207827586206897,-61.743018814262
0.311241379310345,-58.2495427043703
0.414655172413793,-55.7777812436089
0.518068965517241,-53.8693217626011
0.62148275862069,-52.3194205436583
0.724896551724138,-51.0186260310325
0.828310344827586,-49.9014598527561
0.931724137931034,-48.9255759593095
1.03513793103448,-48.0619670764897
1.13855172413793,-47.289861250463
1.24196551724138,-46.59384804948
1.34537931034483,-45.9621594035837
1.44879310344828,-45.3855899530152
1.55220689655172,-44.8567913377344
1.65562068965517,-44.3697951521337
1.75903448275862,-43.9196810601454
1.86244827586207,-43.5023400494798
1.96586206896552,-43.114301762627
2.06927586206897,-42.7526060260627
2.17268965517241,-42.414705507699
2.27610344827586,-42.0983907158415
2.37951724137931,-41.8017313091312
2.48293103448276,-41.5230295078761
2.58634482758621,-41.2607826251077
2.68975862068966,-41.0136525712498
2.7931724137931,-40.7804407683075
2.89658620689655,-40.5600673067049
3,-40.3515534474128

