"Freq [GHz]","ang_rad(S(waveport1:1,1)) [rad]","ang_rad(S(waveport2:1,1)) [rad]"
6.0007,-0.809535636892288,-0.58705124050685
6.0506975,-0.829204375036824,-0.604947225591193
6.100695,-0.848869251910674,-0.622839862437422
6.1506925,-0.868530223854335,-0.640729053193156
6.20069,-0.888187246176002,-0.658614698154769
6.2506875,-0.907840273142642,-0.676496695795263
6.300685,-0.927489257972316,-0.694374942794646
6.3506825,-0.947134152827817,-0.712249334072854
6.40068,-0.966774908811614,-0.73011976282519
6.4506775,-0.986411475962155,-0.747986120560314
6.500675,-1.00604380325153,-0.765848297140764
6.5506725,-1.02567183858454,-0.783706180826008
6.60067,-1.04529552879917,-0.801559658318022
6.6506675,-1.06491481966848,-0.81940861480938
6.700665,-1.08452965590397,-0.837252934033848
6.7506625,-1.10413998116031,-0.855092498319384
6.80066,-1.12374573804125,-0.872927188643333
6.8506575,-1.14334686810337,-0.890756884686348
6.900655,-1.16294331192856,-0.908581464956058
6.9506525,-1.18253500892031,-0.926400806635372
7.00065,-1.20212189764571,-0.944214785977377
7.0506475,-1.22170391559125,-0.962023278114828
7.100645,-1.24128099927483,-0.979826157226647
7.1506425,-1.26085308425122,-0.997623296598626
7.20064,-1.28042010512989,-1.01541456869712
7.2506375,-1.29998199559478,-1.03319984524546
7.300635,-1.31953868842579,-1.05097899730255
7.3506325,-1.33909011552166,-1.0687518953436
7.40063,-1.3586362079245,-1.08651840934285
7.4506275,-1.37817689584566,-1.10427840885829
7.500625,-1.39771210869316,-1.12203176311827
7.5506225,-1.41724177510057,-1.13977834110993
7.60062,-1.43676582295723,-1.15751801166943
7.6506175,-1.45628417943997,-1.17525064357392
7.700615,-1.47579677104618,-1.19297610563501
7.7506125,-1.49530352362823,-1.21069426679399
7.80061,-1.5148043624292,-1.22840499621834
7.8506075,-1.53429921211999,-1.24610816339976
7.900605,-1.55378799683759,-1.26380363825351
7.9506025,-1.57327064022467,-1.28149129121891
8.0006,-1.59274706547028,-1.29917099336106
8.0505975,-1.61221719535184,-1.31684261647355
8.100595,-1.63168095227809,-1.3345060331822
8.1505925,-1.65113825833323,-1.35216111704959
8.20059,-1.67058903532204,-1.36980774268039
8.2505875,-1.69003320481603,-1.38744578582738
8.300585,-1.70947068820045,-1.405075123498
8.3505825,-1.72890140672229,-1.42269563406132
8.40058,-1.74832528153903,-1.44030719735544
8.4505775,-1.76774223376823,-1.45790969479509
8.500575,-1.78715218453784,-1.47550300947934
8.5505725,-1.80655505503715,-1.49308702629933
8.60057,-1.82595076656844,-1.51066163204592
8.6505675,-1.84533924059913,-1.5282267155171
8.700565,-1.86472039881441,-1.54578216762505
8.7505625,-1.8840941631704,-1.56332788150276
8.80056,-1.90346045594763,-1.58086375261005
8.8505575,-1.92281919980485,-1.59838967883883
8.900555,-1.9421703178331,-1.61590556061761
8.9505525,-1.96151373360999,-1.63341130101499
9.00055,-1.98084937125409,-1.65090680584202
9.0505475,-2.0001771554794,-1.66839198375336
9.100545,-2.01949701164981,-1.68586674634709
9.1505425,-2.03880886583354,-1.70333100826298
9.20054,-2.05811264485736,-1.72078468727915
9.2505375,-2.07740827636078,-1.73822770440693
9.300535,-2.09669568884979,-1.75565998398379
9.3505325,-2.11597481175046,-1.77308145376431
9.40053,-2.13524557546205,-1.79049204500881
9.4505275,-2.15450791140973,-1.80789169256978
9.500525,-2.1737617520968,-1.82528033497572
9.5505225,-2.19300703115634,-1.84265791451244
9.60052,-2.21224368340229,-1.86002437730154
9.6505175,-2.23147164487976,-1.87737967337599
9.700515,-2.25069085291479,-1.89472375675269
9.7505125,-2.26990124616318,-1.91205658550174
9.80051,-2.28910276465864,-1.92937812181249
9.8505075,-2.30829534986002,-1.94668833205593
9.900505,-2.32747894469771,-1.96398718684358
9.9505025,-2.34665349361907,-1.9812746610825
10.0005,-2.36581894263302,-1.99855073402639
10.0504975,-2.38497523935359,-2.01581538932251
10.100495,-2.40412233304261,-2.0330686150545
10.1504925,-2.42326017465138,-2.05031040378063
10.20049,-2.44238871686149,-2.06754075256754
10.2504875,-2.46150791412472,-2.0847596630193
10.300485,-2.48061772270212,-2.10196714130142
10.3504825,-2.49971810070232,-2.11916319815992
10.40048,-2.51880900811922,-2.13634784893505
10.4504775,-2.53789040686912,-2.15352111356953
10.500475,-2.55696226082759,-2.17068301661118
10.5504725,-2.57602453586613,-2.18783358720954
10.60047,-2.59507719988908,-2.20497285910647
10.6504675,-2.61412022287105,-2.22210087062016
10.700465,-2.63315357689529,-2.23921766462254
10.7504625,-2.65217723619378,-2.25632328850947
10.80046,-2.67119117718948,-2.27341779416353
10.8504575,-2.69019537854198,-2.29050123790879
10.900455,-2.70918982119761,-2.30757368045703
10.9504525,-2.72817448844553,-2.32463518684482
11.00045,-2.74714936598204,-2.34168582636066
11.0504475,-2.76611444198558,-2.35872567246114
11.100445,-2.78506970720601,-2.37575480267519
11.1504425,-2.80401515507296,-2.39277329849488
11.20044,-2.82295078182951,-2.4097812452513
11.2504375,-2.84187658669993,-2.42677873197347
11.300435,-2.8607925721035,-2.44376585122803
11.3504325,-2.87969874393126,-2.46074269893718
11.40043,-2.89859511190961,-2.47770937417189
11.4504275,-2.91748169008552,-2.4946659789176
11.500425,-2.93635849748427,-2.51161261781033
11.5504225,-2.95522555901637,-2.52854939784326
11.60042,-2.97408290675098,-2.54547642804899
11.6504175,-2.99293058173965,-2.56239381917482
11.700415,-3.01176863668669,-2.57930168339384
11.7504125,-3.0305971399561,-2.59620013415012
11.80041,-3.04941618175367,-2.61308928635721
11.8504075,-3.06822588397105,-2.62996925743852
11.900405,-3.08702641644202,-2.6468401703205
11.9504025,-3.10581802494724,-2.66370216099193
12.0004,-3.12460108192243,-2.68055539708641
12.0503975,3.13980912327223,-2.69740012452032
12.100395,3.12104095428961,-2.71423679108648
12.1503925,3.10227781583146,-2.73106640354856
12.20039,3.08351577085188,-2.74789169818433
12.2503875,3.06474544805826,-2.76472171664031
12.300385,3.0459397811028,-2.78159452029789
12.3503825,3.02699704747985,-2.79870856492991
12.40038,3.00752162604814,-2.81610116954977
12.4503775,2.98899163380967,-2.83244082024864
12.500375,2.97107199807235,-2.84896504300194
12.5503725,2.9525817544022,-2.86563345329307
12.60037,2.93397263929664,-2.88234658450463
12.6503675,2.91533800936089,-2.89907411960127
12.700365,2.89669995987091,-2.91580526173573
12.7503625,2.8780654388894,-2.9325354575721
12.80036,2.85943728060414,-2.94926253019689
12.8503575,2.84081725765992,-2.96598533961985
12.900355,2.82220723924665,-2.9827032485582
12.9503525,2.80360914449204,-2.99941588640591
13.00035,2.78502322941349,-3.01612303885389
13.0503475,2.76644688889235,-3.03282459721696
13.100345,2.74787708886461,-3.04952053935037
13.1503425,2.72931280355926,-3.06621092787539
13.20034,2.7107544456256,-3.08289591563218
13.2503375,2.69220266406558,-3.09957574856531
13.300335,2.67365788603213,-3.1162507562699
13.3503325,2.65512029614863,-3.13292132331602
13.40033,2.63658991067415,3.13359746542521
13.4503275,2.61806663935009,3.11693465236656
13.500325,2.59955032264932,3.10027529899348
13.5503225,2.58104075165186,3.08361928362384
13.60032,2.56253767771975,3.06696660756085
13.6503175,2.54404081649813,3.05031737218575
13.700315,2.52554984881909,3.03367174586622
13.7503125,2.50706441997658,3.01702993181656
13.80031,2.48858413827801,3.00039214345463
13.8503075,2.47010857352674,2.98375858883015
13.900305,2.45163725601068,2.96712946247581
13.9503025,2.43316967658047,2.95050494185067
14.0003,2.41470528842896,2.93388518578922
