"Freq [GHz]","TEM mode []"
1.2380875,-57.9994851206208
1.245585,-57.8982777135323
1.2530825,-57.797719786799
1.26058,-57.6978037672201
1.2680775,-57.5985222142158
1.275575,-57.4998678166737
1.2830725,-57.4018333898886
1.29057,-57.3044118725899
1.2980675,-57.2075963240565
1.305565,-57.1113799213144
1.3130625,-57.0157559564147
1.32056,-56.920717833789
1.3280575,-56.8262590676802
1.335555,-56.7323732796452
1.3430525,-56.6390541961283
1.35055,-56.5462956461016
1.3580475,-56.4540915587712
1.365545,-56.3624359613469
1.3730425,-56.2713229768726
1.38054,-56.1807468221163
1.3880375,-56.0907018055174
1.395535,-56.0011823251894
1.4030325,-55.9121828669761
1.41053,-55.82369800256
1.4180275,-55.7357223876211
1.425525,-55.6482507600442
1.4330225,-55.5612779381737
1.44052,-55.4747988191137
1.4480175,-55.388808377073
1.455515,-55.3033016617526
1.4630125,-55.218273796775
1.47051,-55.1337199781542
1.4780075,-55.0496354728038
1.485505,-54.9660156170846
1.4930025,-54.8828558153876
1.5005,-54.8001515387535
1.5079975,-54.7178983235268
1.515495,-54.6360917700431
1.5229925,-54.5547275413494
1.53049,-54.4738013619563
1.5379875,-54.3933090166202
1.545485,-54.313246349156
1.5529825,-54.2336092612787
1.56048,-54.1543937114728
1.5679775,-54.0755957138897
1.575475,-53.9972113372709
1.5829725,-53.9192367038978
1.59047,-53.8416679885657
1.5979675,-53.7645014175834
1.605465,-53.6877332677952
1.6129625,-53.6113598656268
1.62046,-53.5353775861536
1.6279575,-53.4597828521901
1.635455,-53.3845721334011
1.6429525,-53.3097419454337
1.65045,-53.2352888490687
1.6579475,-53.1612094493917
1.665445,-53.0875003949837
1.6729425,-53.0141583771293
1.68044,-52.9411801290439
1.6879375,-52.8685624251173
1.695435,-52.7963020801754
1.7029325,-52.7243959487573
1.71043,-52.6528409244101
1.7179275,-52.5816339389975
1.725425,-52.5107719620258
1.7329225,-52.4402519999828
1.74042,-52.3700710956928
1.7479175,-52.3002263276851
1.755415,-52.2307148095759
1.7629125,-52.1615336894644
1.77041,-52.0926801493417
1.7779075,-52.0241514045121
1.785405,-51.9559447030275
1.7929025,-51.8880573251331
1.8004,-51.8204865827258
1.8078975,-51.7532298188237
1.815395,-51.6862844070463
1.8228925,-51.6196477511068
1.83039,-51.553317284314
1.8378875,-51.4872904690854
1.845385,-51.4215647964696
1.8528825,-51.35613778568
1.86038,-51.2910069836362
1.8678775,-51.2261699645168
1.875375,-51.1616243293202
1.8828725,-51.0973677054344
1.89037,-51.0333977462162
1.8978675,-50.9697121305785
1.905365,-50.906308562586
1.9128625,-50.8431847710588
1.92036,-50.7803385091845
1.9278575,-50.7177675541377
1.935355,-50.6554697067069
1.9428525,-50.5934427909291
1.95035,-50.5316846537314
1.9578475,-50.47019316458
1.965345,-50.4089662151353
1.9728425,-50.3480017189146
1.98034,-50.2872976109607
1.9878375,-50.2268518475172
1.995335,-50.1666624057102
2.0028325,-50.1067272832353
2.01033,-50.0470444980516
2.0178275,-49.9876120880809
2.025325,-49.9284281109127
2.0328225,-49.8694906435147
2.04032,-49.8107977819485
2.0478175,-49.7523476410914
2.055315,-49.6941383543624
2.0628125,-49.6361680734536
2.07031,-49.5784349680669
2.0778075,-49.5209372256548
2.085305,-49.4636730511665
2.0928025,-49.4066406667982
2.1003,-49.3498383117482
2.1077975,-49.2932642419761
2.115295,-49.2369167299664
2.1227925,-49.1807940644964
2.13029,-49.1248945504077
2.1377875,-49.0692165083825
2.145285,-49.013758274723
2.1527825,-48.9585182011347
2.16028,-48.9034946545143
2.1677775,-48.8486860167399
2.175275,-48.7940906844656
2.1827725,-48.7397070689196
2.19027,-48.685533595705
2.1977675,-48.6315687046045
2.205265,-48.5778108493884
2.2127625,-48.5242584976249
2.22026,-48.4709101304945
2.2277575,-48.417764242607
2.235255,-48.3648193418209
2.2427525,-48.3120739490668
2.25025,-48.2595265981722
2.2577475,-48.2071758356903
2.265245,-48.1550202207307
2.2727425,-48.103058324793
2.28024,-48.0512887316026
2.2877375,-47.9997100369494
2.295235,-47.9483208485287
2.3027325,-47.8971197857846
2.31023,-47.8461054797553
2.3177275,-47.7952765729211
2.325225,-47.7446317190543
2.3327225,-47.6941695830717
2.34022,-47.6438888408883
2.3477175,-47.5937881792738
2.355215,-47.543866295711
2.3627125,-47.4941218982558
2.37021,-47.4445537053991
2.3777075,-47.3951604459313
2.385205,-47.3459408588071
2.3927025,-47.2968936930138
2.4002,-47.2480177074397
2.4076975,-47.1993116707456
2.415195,-47.1507743612365
2.4226925,-47.1024045667362
2.43019,-47.0542010844626
